,region,price,year,manufacturer,model,condition,odometer,transmission,drive,type,paint_color
1480,jacksonville,13000,2003,ford,mustang gt,excellent,15000,automatic,rwd,coupe,orange
1481,columbus,17990,2016,ford,focus st hatchback 4d,good,34655,other,fwd,hatchback,blue
1482,inland empire,12000,2005,ram,diesel cummins 2500,good,275000,automatic,fwd,truck,white
1483,grand rapids,10495,2012,ford,e350 passenger van,good,170152,automatic,rwd,van,silver
1484,new hampshire,2000,2015,nissan,altima sv,new,56000,automatic,fwd,sedan,black
1485,ann arbor,1500,2009,pontiac,vibe gt,fair,197975,manual,fwd,wagon,grey
1486,south jersey,9590,2009,toyota,yaris sedan 4d,good,83460,other,fwd,sedan,silver
1487,flint,25990,2019,mazda,mx-5 miata sport,good,3794,other,rwd,convertible,white
1488,san luis obispo,35990,2015,ford,e-series chassis,excellent,27361,automatic,rwd,pickup,white
1489,yuba-sutter,12999,2012,bmw,x5,excellent,120666,automatic,4wd,SUV,grey
1490,north jersey,5000,2008,ford,f-150,good,72000,automatic,4wd,pickup,silver
1491,detroit metro,3495,2006,toyota,camry,excellent,146672,automatic,fwd,sedan,brown
1492,sarasota-bradenton,7950,2006,gmc,envoy slt,excellent,90626,automatic,rwd,SUV,silver
1493,memphis,6990,2002,gmc,envoy,good,91400,automatic,4wd,SUV,custom
1494,tulsa,29990,2017,rover,range evoque se sport,good,37687,automatic,4wd,other,white
1495,bowling green,13500,2015,chevrolet,equinox,excellent,53025,automatic,fwd,SUV,grey
1496,springfield,0,2019,hyundai,accent se,good,42914,automatic,fwd,hatchback,black
1497,scranton / wilkes-barre,31990,2020,ford,ranger supercrew xl pickup,good,5012,automatic,4wd,pickup,blue
1498,wichita,34900,2015,ford,f350,excellent,59000,automatic,4wd,truck,white
1499,charleston,15930,2000,chevrolet,corvette,like new,41000,automatic,rwd,coupe,red
1500,"kansas city, MO",39900,2017,gmc,sierra 2500hd,excellent,152800,automatic,4wd,truck,white
1501,long island,425,2018,gmc,acadia slt2 awd,like new,35284,automatic,4wd,SUV,silver
1502,orange county,7500,2008,chevrolet,colorado ext cab,good,72012,automatic,rwd,pickup,white
1503,daytona beach,34999,2018,ford,f-150,excellent,17495,automatic,4wd,truck,brown
1504,bozeman,16900,2015,jeep,cherokee sport,good,50000,automatic,4wd,SUV,black
1505,south jersey,31990,2020,ford,ranger supercrew xl pickup,good,5012,automatic,4wd,pickup,blue
1506,tulsa,4500,2009,honda,civic lx coupe,like new,205028,automatic,fwd,coupe,white
1507,baton rouge,33167,2018,gmc,acadia denali fwd,good,31391,automatic,fwd,hatchback,silver
1508,wyoming,14944,2016,mazda,mazda3,excellent,44011,automatic,fwd,sedan,red
1509,detroit metro,10995,2007,chevrolet,tahoe,like new,158000,automatic,4wd,SUV,black
1510,santa fe / taos,3500,1994,ford,aerostar awd,fair,158000,automatic,4wd,mini-van,white
1511,tulsa,9000,2017,nissan,sentra,excellent,100764,automatic,fwd,sedan,white
1512,"washington, DC",18997,2014,chevrolet,silverado,excellent,110477,automatic,4wd,pickup,grey
1513,mendocino county,0,2012,ford,f-150,excellent,136937,automatic,4wd,truck,black
1514,vermont,7996,2011,subaru,forester,good,103371,automatic,4wd,SUV,black
1515,florida keys,82999,2011,audi,r8 spyder,excellent,11000,automatic,4wd,convertible,grey
1516,eastern shore,27590,2015,jeep,wrangler unlimited sport s,good,41155,other,4wd,other,red
1517,salt lake city,24800,2013,chevrolet,express passenger,good,55291,automatic,4wd,van,green
1518,san diego,8000,2009,subaru,impreza wrx,good,145000,manual,4wd,hatchback,black
1519,south florida,0,2013,bmw,3-series,excellent,104997,automatic,4wd,sedan,blue
1520,chicago,10595,2018,nissan,versa 1.6 sv,good,72716,automatic,fwd,sedan,black
1521,cleveland,8995,2019,mitsubishi,mirage g4,excellent,20000,automatic,fwd,sedan,white
1522,boston,2500,2005,honda,accord,excellent,101329,automatic,fwd,sedan,red
1523,redding,7500,2007,honda,accord,excellent,134774,automatic,fwd,sedan,grey
1524,columbia / jeff city,0,2007,chevrolet,malibu,excellent,117781,automatic,fwd,sedan,silver
1525,albuquerque,17995,2003,ram,3500,excellent,194000,automatic,4wd,truck,red
1526,north jersey,18988,2017,honda,accord sport se,good,39125,automatic,fwd,sedan,black
1527,nashville,18500,2019,ford,fusion hybrid,excellent,34822,automatic,fwd,sedan,red
1528,atlanta,9995,2010,honda,accord ex-l,good,109363,automatic,fwd,sedan,silver
1529,reading,32990,2013,chevrolet,silverado 2500 hd crew,good,41542,other,4wd,pickup,black
1530,milwaukee,3100,2002,jeep,liberty limited 4x4,good,149000,automatic,4wd,SUV,white
1531,sioux city,17970,2012,gmc,savana cargo van,good,127087,automatic,4wd,van,red
1532,st george,3500,2007,kia,rondo lx,excellent,157000,automatic,fwd,wagon,white
1533,albuquerque,32990,2018,chevrolet,silverado 1500 double,good,6428,automatic,4wd,pickup,red
1534,mobile,23995,2015,ford,expedition,good,143067,automatic,rwd,SUV,black
1535,columbus,5850,2007,honda,cr-v,excellent,184570,automatic,4wd,SUV,silver
1536,"washington, DC",28900,2019,mini,john cooper works,like new,42630,manual,fwd,coupe,grey
1537,new orleans,44990,2015,ram,5500,good,80733,automatic,4wd,truck,white
1538,seattle-tacoma,6400,1964,chevrolet,ii nova,good,150000,automatic,fwd,coupe,blue
1539,pittsburgh,10300,2015,chevrolet,equinox ls,excellent,78000,automatic,fwd,SUV,black
1540,greenville / upstate,5500,2003,ford,f-150,good,212000,automatic,rwd,pickup,black
1541,east oregon,6995,2007,audi,q7,excellent,155168,automatic,4wd,SUV,black
1542,athens,9200,2012,honda,civic coupe lx,excellent,129100,automatic,fwd,coupe,grey
1543,bakersfield,14950,2008,toyota,tundra double cab sr5,excellent,172526,automatic,rwd,truck,white
1544,columbia / jeff city,13995,2014,subaru,xv crosstrek limited awd,excellent,90790,automatic,4wd,SUV,grey
1545,space coast,9699,2008,buick,lacrosse,excellent,52536,automatic,fwd,sedan,white
1546,orlando,0,1999,ford,f=150,good,1234567,automatic,rwd,truck,red
1547,"st louis, MO",2800,2006,honda,civic ex,good,206485,automatic,fwd,sedan,blue
1548,york,5200,2008,honda,fit sport,good,122000,automatic,fwd,hatchback,black
1549,central NJ,2500,2011,chevrolet,hhr,good,132000,automatic,fwd,sedan,white
1550,northwest CT,1275,2001,ford,f-150,good,227210,automatic,4wd,pickup,white
1551,asheville,25499,2018,dodge,challenger,good,55775,automatic,rwd,coupe,grey
1552,lincoln,17650,2016,chevrolet,equinox 2lt,excellent,63540,automatic,4wd,SUV,blue
1553,hawaii,3495,2003,toyota,rav4,excellent,148088,automatic,fwd,SUV,red
1554,reno / tahoe,48950,2020,tesla,model 3,like new,7447,automatic,4wd,sedan,grey
1555,san luis obispo,7999,2001,gmc,sierra,good,107,automatic,4wd,pickup,yellow
1556,scranton / wilkes-barre,9500,2009,mercedes-benz,c300 4matic awd,good,102500,automatic,4wd,sedan,white
1557,shreveport,16000,2015,dodge,charger,like new,35000,automatic,rwd,sedan,white
1558,eastern CT,13990,2014,bmw,i3 hatchback 4d,good,28446,other,rwd,hatchback,silver
1559,lansing,8500,2010,jeep,grand cherokee,excellent,114650,automatic,4wd,SUV,silver
1560,fredericksburg,5995,2012,ford,focus se,excellent,150159,automatic,fwd,hatchback,red
1561,atlanta,3299,2009,nissan,sentra fe+ s,good,235300,automatic,fwd,sedan,grey
1562,albany,10500,2012,lincoln,mkz,excellent,41500,automatic,4wd,sedan,red
1563,"washington, DC",4350,1992,mazda,miata mx-5,good,131250,manual,rwd,convertible,blue
1564,wilmington,3999,2012,chevrolet,sonic lt,good,168000,automatic,fwd,sedan,white
1565,baltimore,9990,2013,hyundai,elantra,excellent,75011,automatic,fwd,sedan,white
1566,tulsa,12590,2014,bmw,i3 hatchback 4d,good,37553,other,rwd,hatchback,silver
1567,syracuse,4500,1999,ford,ranger,excellent,54000,automatic,rwd,pickup,blue
1568,springfield,7500,2006,ford,explorer,excellent,147986,automatic,4wd,SUV,custom
1569,huntsville / decatur,11900,2009,mazda,cx9 touring,excellent,163384,automatic,fwd,SUV,silver
1570,memphis,25990,2008,ford,econoline cargo van,good,107667,automatic,rwd,truck,white
1571,green bay,30990,2015,chevrolet,silverado 1500 regular,good,5656,automatic,4wd,pickup,red
1572,wausau,31900,2011,gmc,sierra 2500hd,excellent,44000,automatic,4wd,pickup,silver
1573,"kansas city, MO",0,2019,ford,fusion,excellent,40000,automatic,fwd,sedan,black
1574,sioux falls / SE SD,5500,2010,toyota,corolla,good,150000,automatic,fwd,sedan,silver
1575,fresno / madera,0,2016,honda,accord lx sedan 4d,excellent,71564,automatic,fwd,sedan,white
1576,ft myers / SW florida,7485,2008,toyota,prius hybrid,excellent,66329,automatic,fwd,hatchback,blue
1577,rhode island,6000,2006,jeep,grand cherokee limited,like new,158000,automatic,4wd,SUV,silver
1578,bend,17988,2017,toyota,corolla xse,like new,20516,automatic,fwd,sedan,red
1579,outer banks,1300,1992,chevrolet,silverado,fair,223753,automatic,4wd,pickup,white
1580,saginaw-midland-baycity,13500,2017,chevrolet,equinox lt awd,like new,70000,automatic,4wd,SUV,black
1581,jacksonville,13590,2013,volkswagen,beetle 2.5l hatchback,good,46608,automatic,fwd,hatchback,silver
1582,santa maria,254,2017,hyundai,tucson se plus,good,38060,automatic,fwd,other,black
1583,east idaho,20995,2013,chevrolet,tahoe lt 4x4,excellent,88900,automatic,4wd,SUV,white
1584,south jersey,8995,2012,infiniti,g37 coupe,good,129566,automatic,4wd,coupe,white
1585,hudson valley,13900,2011,chevrolet,silverado 1500,new,177000,automatic,4wd,pickup,green
1586,central NJ,17990,2013,chevrolet,silverado 3500hd,good,174100,automatic,4wd,truck,white
1587,ocala,39990,2016,ram,1500 crew cab rebel pickup,good,18848,other,4wd,pickup,grey
1588,fargo / moorhead,3200,2004,mercury,mountaineer,good,170200,automatic,4wd,SUV,green
1589,flagstaff / sedona,5500,2001,toyota,4runner,fair,265000,automatic,4wd,SUV,black
1590,orlando,1,2017,bmw,3-series,excellent,32840,other,4wd,sedan,black
1591,raleigh / durham / CH,8900,2007,lexus,es 350 ultra luxury,excellent,121000,automatic,fwd,sedan,black
1592,buffalo,6500,2010,dodge,grand caravan,good,87000,automatic,fwd,van,brown
1593,reno / tahoe,22500,2017,subaru,outback,excellent,49000,automatic,4wd,SUV,green
1594,anchorage / mat-su,17500,2011,toyota,tacoma,excellent,84000,manual,4wd,pickup,black
1595,el paso,5500,2007,audi,a6 3.2 quattro,good,140752,automatic,4wd,sedan,white
1596,dallas / fort worth,2900,2005,nissan,murano,good,235343,automatic,fwd,SUV,white
1597,buffalo,30990,2017,jeep,wrangler unlimited sport s,good,26451,other,4wd,other,blue
1598,st cloud,8975,2003,cadillac,escalade,excellent,123267,automatic,4wd,SUV,white
1599,santa barbara,16990,2016,lexus,ct 200h hatchback 4d,good,41757,automatic,fwd,hatchback,grey
1600,asheville,18995,2012,ram,1500 crew cab 4wd v8,excellent,149724,automatic,4wd,truck,grey
1601,reno / tahoe,46590,2017,jaguar,f-type s coupe 2d,good,20536,automatic,rwd,coupe,black
1602,greenville / upstate,4500,2001,bmw,740il,good,176930,automatic,rwd,sedan,grey
1603,hanford-corcoran,2750,2002,chevrolet,cavalier,good,187746,manual,fwd,coupe,silver
1604,visalia-tulare,35990,2015,gmc,sierra 1500 crew cab slt,good,34495,automatic,4wd,pickup,silver
1605,albuquerque,8995,2006,chevrolet,silverado 2500,good,165182,automatic,rwd,truck,white
1606,ventura county,6929,2006,jeep,commander limited,excellent,140,automatic,rwd,SUV,silver
1607,boston,2500,2004,honda,cr-v,like new,210000,automatic,4wd,SUV,blue
1608,ft myers / SW florida,36700,2012,ford,super duty f-250 lariat 4x4,excellent,131023,automatic,4wd,pickup,black
1609,auburn,40590,2013,chevrolet,camaro zl1 convertible,good,7007,other,rwd,other,orange
1610,mendocino county,29000,2008,ram,3500,good,137000,automatic,4wd,truck,white
1611,fredericksburg,4695,2008,hyundai,elantra gls,excellent,122142,automatic,fwd,sedan,white
1612,reno / tahoe,8500,1995,jeep,wrangler yj,good,165000,automatic,4wd,offroad,white
1613,winston-salem,5900,2014,nissan,versa note sv hatchback,excellent,79960,automatic,fwd,hatchback,blue
1614,terre haute,14997,2015,volkswagen,passat,like new,46719,automatic,fwd,sedan,red
1615,chicago,5995,2010,ford,fusion,excellent,80180,automatic,fwd,sedan,black
1616,orlando,4490,2006,ford,explorer,excellent,198413,automatic,rwd,SUV,white
1617,hickory / lenoir,3995,2003,ford,windstar lx,good,133356,automatic,fwd,van,white
1618,SF bay area,98000,2017,mercedes-benz,s63 amg,like new,10300,automatic,rwd,convertible,white
1619,albuquerque,12995,2015,ford,transit connect,good,99478,automatic,fwd,van,white
1620,eastern CT,3000,2005,infiniti,g35x sedan,good,205000,automatic,4wd,sedan,grey
1621,santa barbara,23590,2017,volkswagen,golf gti sport,good,18548,automatic,fwd,sedan,black
1622,greenville / upstate,0,2015,ford,f-250 sd,good,61335,automatic,rwd,truck,white
1623,worcester / central MA,39590,2019,dodge,challenger r/t scat pack,good,1565,other,rwd,coupe,red
1624,annapolis,22990,2012,ford,mustang gt premium,good,18698,other,rwd,other,silver
1625,utica-rome-oneida,7995,2010,subaru,forester limited,excellent,128527,automatic,4wd,SUV,grey
1626,minneapolis / st paul,25990,2019,nissan,frontier crew cab sv,good,29703,other,4wd,pickup,silver
1627,minneapolis / st paul,7450,2012,jeep,compass,excellent,146054,automatic,4wd,SUV,silver
1628,greensboro,8990,2011,honda,crv exl,excellent,151000,automatic,fwd,SUV,white
1629,mobile,38995,2018,chevrolet,silverado 1500,good,66489,automatic,4wd,truck,blue
1630,ft myers / SW florida,15998,2012,nissan,frontier crew cab sv,excellent,52217,automatic,rwd,truck,blue
1631,corpus christi,30990,2017,chevrolet,silverado 1500 double,good,22756,automatic,4wd,pickup,black
1632,rochester,7995,2008,ford,edge,excellent,82836,automatic,4wd,wagon,red
1633,houston,5200,2014,dodge,avenger,good,1115000,automatic,fwd,sedan,blue
1634,jacksonville,3995,2008,dodge,grand caravan sxt,excellent,140775,automatic,fwd,mini-van,orange
1635,rhode island,4500,2001,audi,s4,excellent,73000,automatic,4wd,sedan,silver
1636,iowa city,24995,2005,chevrolet,corvette,good,33270,manual,rwd,convertible,red
1637,detroit metro,6250,2013,toyota,prius,excellent,141000,automatic,fwd,wagon,grey
1638,reading,299,2004,toyota,camry solara sle v6,excellent,147645,automatic,fwd,coupe,red
1639,des moines,3400,2005,ford,escape xlt,good,155000,automatic,4wd,SUV,red
1640,tyler / east TX,8495,2015,nissan,altima,excellent,83880,automatic,fwd,sedan,red
1641,albany,31900,2017,gmc,canyon,excellent,43313,automatic,4wd,truck,silver
1642,columbus,10995,2007,honda,odyssey,excellent,120622,automatic,fwd,mini-van,silver
1643,san antonio,27998,2014,chevrolet,silverado 1500 4wd crew cab,excellent,104889,automatic,4wd,pickup,grey
1644,boise,6800,2006,honda,odyssey ex-l,excellent,162719,automatic,fwd,mini-van,silver
1645,new orleans,36159,2018,jeep,wrangler unlimited sport s,good,12755,automatic,4wd,hatchback,white
1646,maine,12495,2014,nissan,rogue,excellent,90661,automatic,4wd,SUV,grey
1647,western slope,4495,2002,nissan,altima,excellent,115000,automatic,fwd,sedan,red
1648,vermont,8799,2016,ford,focus se,good,94269,automatic,fwd,hatchback,silver
1649,wenatchee,20000,2008,ford,super duty f-350 srw,good,108400,manual,4wd,truck,white
1650,jacksonville,0,2017,honda,civic lx,good,20443,automatic,fwd,sedan,white
1651,green bay,3100,2007,toyota,camry xle,good,200000,automatic,fwd,sedan,green
1652,omaha / council bluffs,9950,2008,infiniti,m35,good,85564,automatic,4wd,sedan,black
1653,columbia,33995,2020,chevrolet,camaro,good,11779,automatic,rwd,convertible,white
1654,"washington, DC",16590,2012,bmw,528i xdrive,excellent,46738,automatic,4wd,sedan,grey
1655,new york city,12995,2008,audi,tt,excellent,57350,automatic,4wd,convertible,silver
1656,sarasota-bradenton,7995,2000,ford,e350,like new,139724,automatic,rwd,van,white
1657,rochester,1750,2003,honda,accord exl,good,229000,automatic,fwd,sedan,grey
1658,akron / canton,19950,2012,ford,e150 van,good,13941,automatic,rwd,van,white
1659,augusta,3400,2004,hyundai,xe350,excellent,107350,automatic,fwd,coupe,silver
1660,cincinnati,6900,2011,volkswagen,cc,good,100300,automatic,fwd,sedan,black
1661,minneapolis / st paul,5995,2008,audi,a6,excellent,142086,automatic,4wd,sedan,white
1662,anchorage / mat-su,11995,2017,kia,rio,like new,20193,manual,fwd,sedan,silver
1663,los angeles,2700,2007,ford,fusion se,excellent,140000,automatic,fwd,sedan,black
1664,myrtle beach,23990,2013,toyota,tacoma access cab pickup,good,58814,other,4wd,pickup,black
1665,atlanta,49990,2016,porsche,cayman coupe 2d,good,9631,automatic,rwd,coupe,black
1666,"kansas city, MO",3950,2012,kia,forte,excellent,96000,automatic,fwd,sedan,silver
1667,chicago,7500,2009,toyota,4runner,excellent,253000,automatic,4wd,SUV,white
1668,san diego,9500,2014,volkswagen,golf,good,108500,manual,fwd,hatchback,blue
1669,knoxville,30990,2017,jeep,wrangler unlimited sport s,good,26451,other,4wd,other,blue
1670,kenosha-racine,7500,2005,chevrolet,silverado 2500 hd,good,190000,automatic,rwd,truck,white
1671,san luis obispo,32995,2017,ford,f-150,good,35348,automatic,rwd,truck,white
1672,sarasota-bradenton,7900,2010,nissan,altima,excellent,111360,automatic,fwd,sedan,blue
1673,sioux falls / SE SD,30000,2013,audi,s5,excellent,99510,automatic,4wd,coupe,black
1674,springfield,0,2019,chevrolet,colorado 4wd crew cab,good,18578,automatic,4wd,pickup,orange
1675,el paso,73995,2020,gmc,sierra 2500 hd 2500hd,excellent,11100,automatic,4wd,pickup,black
1676,northern WI,12000,2012,chevrolet,traverse lt,excellent,64000,automatic,fwd,SUV,red
1677,daytona beach,5795,2007,honda,cr-v,excellent,109237,automatic,fwd,SUV,brown
1678,santa barbara,18590,2018,fiat,500 abarth hatchback 2d,good,19059,other,fwd,hatchback,grey
1679,dallas / fort worth,11500,2013,dodge,charger r/t,good,75000,automatic,rwd,sedan,red
1680,san antonio,12200,2017,hyundai,sonata,like new,57000,automatic,fwd,sedan,blue
1681,columbia,7900,2010,honda,cr-v,like new,132000,automatic,fwd,SUV,black
1682,texarkana,27990,2015,jeep,wrangler unlimited sport s,good,41155,other,4wd,other,red
1683,vermont,7995,2014,toyota,corolla,excellent,127821,manual,fwd,sedan,white
1684,lehigh valley,6400,2010,ford,focus se,good,99900,automatic,fwd,sedan,white
1685,santa maria,16995,2016,jeep,renegade,excellent,65493,automatic,4wd,SUV,black
1686,baltimore,18000,2000,ford,f350,good,243519,automatic,4wd,pickup,green
1687,poconos,1950,2006,chevrolet,malibu lt,good,167000,automatic,fwd,sedan,white
1688,new york city,6100,2010,toyota,camry le,excellent,114876,automatic,fwd,sedan,grey
1689,bend,6450,2012,toyota,prius v,excellent,190971,automatic,fwd,wagon,white
